date,time-in,time-out,shift_total,lunch,daily_total,transaction
2019-04-17,09:00:00,16:03:00,06:30:00,00:30:00,06:30:00,01 - Regular Base Pay
2019-04-18,09:23:00,18:53:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2019-04-19,08:00:00,16:23:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2019-04-22,08:33:00,16:34:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2019-04-23,09:55:00,18:23:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2019-04-24,09:04:00,17:46:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2019-04-25,09:30:00,17:15:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2019-04-26,09:20:00,16:31:00,06:45:00,00:30:00,07:15:00,01 - Regular Base Pay
2019-04-26,16:31:00,17:01:00,00:30:00,00:00:00,07:15:00,29 - Credit Hours Worked-Regular Time
2019-04-29,09:39:00,18:13:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2019-04-30,08:37:00,17:32:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2019-05-01,08:57:00,17:27:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2019-05-02,09:20:00,17:03:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2019-05-03,08:35:00,18:56:00,09:45:00,00:30:00,09:45:00,01 - Regular Base Pay
2019-05-06,09:10:00,18:00:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2019-05-07,09:12:00,17:29:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2019-05-08,09:04:00,17:32:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2019-05-09,09:32:00,17:32:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2019-05-10,08:02:00,15:27:00,07:00:00,00:30:00,07:45:00,01 - Regular Base Pay
2019-05-10,15:27:00,16:12:00,00:45:00,00:00:00,07:45:00,29 - Credit Hours Worked-Regular Time
2019-05-13,10:03:00,16:30:00,06:00:00,00:30:00,06:00:00,01 - Regular Base Pay
2019-05-14,08:50:00,17:24:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2019-05-15,07:58:00,17:08:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2019-05-16,08:46:00,16:12:00,07:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2019-05-16,16:12:00,17:12:00,01:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2019-05-17,08:30:00,16:00:00,07:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2019-05-17,16:00:00,17:00:00,01:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2019-05-20,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2019-05-21,08:02:00,16:34:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2019-05-22,08:40:00,17:40:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2019-05-23,08:33:00,17:20:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2019-05-24,07:39:00,14:37:00,06:30:00,00:30:00,09:00:00,01 - Regular Base Pay
2019-05-24,14:37:00,15:07:00,00:30:00,00:00:00,09:00:00,29 - Credit Hours Worked-Regular Time
2019-05-24,15:07:00,17:07:00,02:00:00,00:00:00,09:00:00,66 - Administrative Leave - Agency Directed
2019-05-27,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Paid Time Off for Holiday
2019-05-28,08:40:00,17:56:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2019-05-29,07:22:00,16:10:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2019-05-30,07:50:00,16:05:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2019-05-31,07:41:00,16:39:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2019-06-03,09:00:00,12:42:00,03:45:00,00:00:00,08:00:00,50 - Credit Hours Used
2019-06-03,12:42:00,17:00:00,04:15:00,00:00:00,08:00:00,01 - Regular Base Pay
2019-06-04,08:19:00,16:30:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2019-06-05,07:49:00,16:33:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2019-06-06,08:03:00,15:39:00,07:00:00,00:30:00,07:00:00,01 - Regular Base Pay
2019-06-07,08:06:00,13:00:00,05:00:00,00:00:00,07:45:00,01 - Regular Base Pay
2019-06-07,13:00:00,15:45:00,02:45:00,00:00:00,07:45:00,50 - Credit Hours Used
2019-06-10,09:49:00,16:23:00,06:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2019-06-10,16:23:00,18:23:00,02:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2019-06-11,08:25:00,16:27:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2019-06-12,08:17:00,16:45:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2019-06-13,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2019-06-14,08:18:00,16:56:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2019-06-17,09:15:00,16:30:00,06:45:00,00:30:00,06:45:00,01 - Regular Base Pay
2019-06-18,08:50:00,17:31:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2019-06-19,09:05:00,18:13:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2019-06-20,07:34:00,16:40:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2019-06-21,07:50:00,16:21:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
